epoch,step,key,mean_reward,response_length
0,102,math_dapo|5418a18f-ecef-4826-9fa1-bd3052bfb5aa,-1.0144195556640625,1673.5625
0,102,math_dapo|543ea156-70bc-4602-bfbb-054952985483,-1.0,971.625
0,102,math_dapo|5543ff8c-9d5d-4503-9aff-41bc9051aced,-1.0,972.875
0,102,math_dapo|55c40142-4099-4e1e-bd8f-006f85394af6,-1.0,955.6875
0,102,math_dapo|561ccdd9-e7f4-428c-ab29-8e79481bffa4,-1.0,724.5
0,102,math_dapo|56915758-6de7-4326-b0ec-1657bbccfe75,-0.875,436.6875
0,102,math_dapo|569b7a54-7d5d-451c-a16b-5d5547ca0a1f,-1.0,1078.125
0,102,math_dapo|56a128ca-0037-44d7-9d4e-0e7cb02989fa,-1.002105712890625,1172.9375
0,102,math_dapo|575cc594-e543-4aa3-9b7b-c7fa75668600,-1.0,1540.625
0,102,math_dapo|57695ac5-72e2-489d-aebc-3c5cc61df709,-1.0,859.875
0,102,math_dapo|584c68e4-bf80-4c3b-a3ff-b233a2f70706,-1.0,607.5625
0,102,math_dapo|5852fe9c-bfa2-448c-8f0f-cab1eea460ce,-1.0,1085.9375
0,102,math_dapo|58f4fd07-6c7e-48b5-9319-81e1937de639,-1.0,831.125
0,102,math_dapo|59bb30f3-c0ed-47c0-b688-1f371e9d1377,-1.0,1286.3125
0,102,math_dapo|5abec22b-dc9c-41ab-85f1-320e1e8da297,-1.0,682.5625
0,102,math_dapo|5b0ec45f-09b3-49c6-979d-865318bdb5d1,-1.0,524.25
0,102,math_dapo|5bc33668-bf51-40b2-ba19-0846c0d23be9,-1.0,962.375
0,102,math_dapo|5bef439c-bf85-40d3-b743-f6c68fd06f66,-1.0,1206.8125
0,102,math_dapo|5cc9ebed-b252-4328-a3e0-7ce6c4923e92,-1.010040283203125,1588.625
0,102,math_dapo|5d4dab43-59cf-4fa3-8de6-8807b3a8b98b,-1.0,648.0
0,102,math_dapo|5dadf3a7-b875-4e0a-ae95-c104a8ef2399,-1.0,1124.375
0,102,math_dapo|5de2d909-9009-410d-8112-48474f238d72,-1.0,684.0625
0,102,math_dapo|5eea12b2-ad3a-4501-889d-5f157ab38cee,-1.0,785.6875
0,102,math_dapo|5fb8ccba-1362-4949-a1c3-1a62697ee700,-1.0,1072.9375
0,102,math_dapo|601d3eb4-b2cb-43df-a002-fa972f8bcea3,-1.0,850.8125
0,102,math_dapo|605cfbae-7f6b-42fb-9079-116e0785d1ed,-1.0,811.0625
0,102,math_dapo|60c84397-f404-4e7b-832e-7d93968cf0f7,-0.875,648.8125
0,102,math_dapo|60e22707-5925-4418-8968-4f2a3db5a767,-1.0,798.9375
0,102,math_dapo|60f74da4-2c22-43b8-9510-4218fbb0fa76,-1.0,951.75
0,102,math_dapo|6185a4ef-29da-4d73-9166-00d66741c618,-1.0,721.0625
0,102,math_dapo|61ac4b4c-827d-4c04-83e3-d8ff4df591f5,-1.0,1323.5625
